Waypoint,79,Waypoint,80,1
Waypoint,79,Waypoint,80,1
Waypoint,79,Waypoint,82,1
Waypoint,82,Waypoint,81,1
Waypoint,80,Waypoint,81,1
Waypoint,81,Waypoint,89,1
Waypoint,82,Waypoint,33,1
Waypoint,89,Waypoint,92,1
Waypoint,89,Waypoint,88,1
Waypoint,87,Waypoint,88,1
Waypoint,88,Waypoint,90,1
Waypoint,92,Waypoint,93,1
Waypoint,92,Waypoint,91,1
Waypoint,93,Waypoint,96,1
Waypoint,97,Waypoint,96,1
Waypoint,100,Waypoint,101,1
Waypoint,100,Waypoint,97,1
Waypoint,102,Waypoint,100,1
Waypoint,102,Waypoint,103,1
Waypoint,102,Waypoint,105,1
Waypoint,125,Waypoint,124,1
Waypoint,123,Waypoint,124,1
Waypoint,124,Waypoint,113,1
Waypoint,122,Waypoint,113,1
Waypoint,112,Waypoint,113,1
Waypoint,112,Waypoint,121,1
Waypoint,112,Waypoint,116,1
Waypoint,104,Waypoint,120,1
Waypoint,120,Waypoint,116,1
Waypoint,116,Waypoint,117,1
Waypoint,118,Waypoint,117,1
Waypoint,117,Waypoint,28,1
Waypoint,112,Waypoint,114,1
Waypoint,32,Waypoint,112,1
Waypoint,113,Waypoint,114,1
Waypoint,111,Waypoint,114,1
Waypoint,111,Waypoint,107,1
Waypoint,106,Waypoint,107,1
Waypoint,111,Waypoint,110,1
Waypoint,107,Waypoint,108,1
Waypoint,110,Waypoint,108,1
Waypoint,108,Waypoint,109,1
Waypoint,110,Waypoint,86,1
Waypoint,86,Waypoint,84,1
Waypoint,85,Waypoint,84,1
Waypoint,113,Waypoint,115,1
Waypoint,58,Waypoint,115,1
Waypoint,59,Waypoint,115,1
Waypoint,57,Waypoint,58,1
Waypoint,67,Waypoint,68,1
Waypoint,60,Waypoint,61,1
Waypoint,61,Waypoint,61,1
Waypoint,66,Waypoint,69,1
Waypoint,64,Waypoint,66,1
Waypoint,69,Waypoint,70,1
Waypoint,72,Waypoint,69,1
Waypoint,70,Waypoint,72,1
Waypoint,71,Waypoint,70,1
Waypoint,69,Waypoint,77,1
Waypoint,71,Waypoint,74,1
Waypoint,73,Waypoint,74,1
Waypoint,73,Waypoint,75,1
Waypoint,70,Waypoint,75,1
Waypoint,77,Waypoint,70,1
Waypoint,77,Waypoint,78,1
Waypoint,70,Waypoint,78,1
Waypoint,73,Waypoint,78,1
Waypoint,65,Waypoint,64,1
Waypoint,65,Waypoint,49,1
Waypoint,42,Waypoint,65,1
Waypoint,91,Waypoint,68,1
Waypoint,33,Waypoint,93,2
Waypoint,22,Waypoint,23,1
Waypoint,33,Waypoint,101,0
Waypoint,29,Waypoint,30,0
