WayPoints,55,WayPoints,53,0
WayPoints,53,WayPoints,54,0
WayPoints,53,WayPoints,52,0
WayPoints,51,WayPoints,52,0
WayPoints,52,WayPoints,46,0
WayPoints,50,WayPoints,54,0
WayPoints,50,WayPoints,51,0
WayPoints,45,WayPoints,51,0
WayPoints,45,WayPoints,46,0
WayPoints,50,WayPoints,49,0
WayPoints,48,WayPoints,49,0
WayPoints,44,WayPoints,48,0
WayPoints,45,WayPoints,44,0
WayPoints,42,WayPoints,44,0
WayPoints,42,WayPoints,43,0
WayPoints,41,WayPoints,43,0
WayPoints,47,WayPoints,41,0
WayPoints,39,WayPoints,41,0
WayPoints,40,WayPoints,39,0
WayPoints,38,WayPoints,39,0
WayPoints,37,WayPoints,38,0
WayPoints,36,WayPoints,37,0
WayPoints,38,WayPoints,34,0
WayPoints,34,WayPoints,36,0
WayPoints,39,WayPoints,35,0
WayPoints,34,WayPoints,35,0
WayPoints,35,WayPoints,85,0
WayPoints,1,WayPoints,34,0
WayPoints,85,WayPoints,8,0
WayPoints,1,WayPoints,8,0
WayPoints,86,WayPoints,109,0
WayPoints,4,WayPoints,109,0
WayPoints,4,WayPoints,5,0
WayPoints,8,WayPoints,5,0
WayPoints,29,WayPoints,31,0
WayPoints,28,WayPoints,31,0
WayPoints,28,WayPoints,27,0
WayPoints,19,WayPoints,21,0
WayPoints,14,WayPoints,20,0
WayPoints,6,WayPoints,5,0
WayPoints,6,WayPoints,7,0
WayPoints,3,WayPoints,7,0
WayPoints,3,WayPoints,12,0
WayPoints,13,WayPoints,12,0
WayPoints,10,WayPoints,9,0
WayPoints,11,WayPoints,9,0
WayPoints,10,WayPoints,7,0
WayPoints,3,WayPoints,9,0
WayPoints,11,WayPoints,12,0
WayPoints,14,WayPoints,13,0
WayPoints,91,WayPoints,87,0
WayPoints,13,WayPoints,15,0
WayPoints,16,WayPoints,15,0
WayPoints,16,WayPoints,23,0
WayPoints,24,WayPoints,23,0
WayPoints,17,WayPoints,18,0
WayPoints,2,WayPoints,1,0
WayPoints,2,WayPoints,3,0
WayPoints,25,WayPoints,2,0
WayPoints,25,WayPoints,26,0
WayPoints,91,WayPoints,94,2
WayPoints,95,WayPoints,94,2
WayPoints,95,WayPoints,99,2
WayPoints,98,WayPoints,99,2
WayPoints,98,WayPoints,103,2
WayPoints,104,WayPoints,103,2
WayPoints,104,WayPoints,105,2
WayPoints,98,WayPoints,97,2
WayPoints,95,WayPoints,96,2
WayPoints,56,WayPoints,62,2
WayPoints,60,WayPoints,62,2
WayPoints,62,WayPoints,63,2
Purple,1,WayPoints,33,2
Purple-A5,2,WayPoints,30,0
Blue-A3,1,WayPoints,18,0
Blue,3,WayPoints,26,0
Blue,2,WayPoints,25,0
Purple,3,WayPoints,1,0
Light Purple-S2,1,WayPoints,16,0
Light Purple-S2,1,WayPoints,26,0
Light Purple-S2,1,Light Purple-S3,1,0
WayPoints,24,Light Purple-S3,1,0
Orange-D8,1,Orange-D8,2,0
Orange-D8,3,Orange-D8,2,0
Orange-D8,3,Orange-D8,4,0
WayPoints,24,Orange-D8,4,0
WayPoints,17,Orange-D8,1,0
Light Purple-S4,1,Orange-D8,2,0
Light Purple-S4,1,WayPoints,18,0
WayPoints,22,Orange-D8,1,0
Light Purple-S1,1,Light Purple-S1,2,0
Light Purple-S1,4,Light Purple-S1,2,0
Light Purple-S1,4,Light Purple-S1,7,0
Light Purple-S1,6,Light Purple-S1,7,0
Light Purple-S1,6,Light Purple-S1,5,0
Light Purple-S1,3,Light Purple-S1,5,1
WayPoints,17,Light Purple-S1,7,0
WayPoints,22,Light Purple-S1,7,1
WayPoints,15,Light Purple-S1,6,0
WayPoints,20,Light Purple-S1,5,0
Orange-D9,1,Light Purple-S1,1,0
Orange-D9,2,Light Purple-S1,3,1
Orange-D9,1,WayPoints,19,0
Orange-D9,2,WayPoints,19,0
Orange-D9,2,WayPoints,20,0
Light Purple-S6,1,Light Purple-S6,2,0
Light Purple-S6,2,Light Purple-S6,3,0
Light Purple-S6,3,Light Purple-S6,4,0
Light Purple-S6,4,Light Purple-S6,1,0
Light Purple-S6,4,WayPoints,21,0
Light Purple-S6,4,WayPoints,27,0
Light Purple-S6,3,WayPoints,19,0
Light Purple-S6,1,WayPoints,28,0
Light Purple-S6,1,Orange-D2,2,0
Light Purple-S6,2,Orange-D2,2,0
Orange-D2,2,Orange-D2,1,0
Orange-D2,3,Orange-D2,1,1
WayPoints,29,Orange-D2,1,0
WayPoints,31,Orange-D2,3,1
Light Purple-S5,5,Light Purple-S5,4,0
Light Purple-S5,3,Light Purple-S5,4,0
Light Purple-S5,3,Light Purple-S5,2,0
Light Purple-S5,1,Light Purple-S5,2,0
Light Purple-S5,5,WayPoints,21,0
Light Purple-S5,3,WayPoints,14,0
Light Purple-S5,3,WayPoints,11,0
Light Purple-S5,1,WayPoints,6,0
Light Purple-S5,1,WayPoints,27,0
Light Purple-S5,4,WayPoints,14,0
Light Purple-S5,2,WayPoints,10,0
Light Purple-S7,1,WayPoints,32,1
Light Purple-S8,1,Light Purple-S8,3,0
Light Purple-S8,1,Light Purple-S8,2,1
Light Purple-S8,1,WayPoints,63,0
Light Purple-S8,2,WayPoints,84,1
Light Purple-S8,3,WayPoints,86,0
Light Purple-S10,1,WayPoints,88,1
Light Purple-S9,1,WayPoints,118,1
Light Purple-S9,1,WayPoints,119,1
Light Purple-S9,1,WayPoints,105,1
